2022944,42.0,D
2022945,66.0,B
2022946,60.0,C
2022947,41.0,D
2022948,60.0,C
2022949,49.0,D
2022950,75.0,B
2022951,48.0,D
2022952,68.0,B
2022953,48.0,D
2022954,46.0,D
2022955,61.0,C
2022956,33.0,F
2022957,50.0,D
2022958,48.0,D
2022959,63.0,C
2022960,48.0,D
2022961,60.0,C
2022962,66.0,B
2022963,56.0,C
2022964,64.0,C
2022965,60.0,C
2022966,57.0,C
2022967,71.0,B
2022968,65.0,C
2022969,52.0,C
2022970,79.0,B
2022971,54.0,C
2022972,49.0,D
2022973,27.0,F
2022974,40.0,F
2022975,53.0,C
2022976,33.0,F
2022977,48.0,D
2022978,50.0,D
2022979,59.0,C
2022980,30.0,F
2022981,49.0,D
2022982,57.0,C
2022983,52.0,C
2022984,64.0,C
2022985,61.0,C
2022986,38.0,F
2022987,76.0,B
2022988,58.0,C
2022989,63.0,C
2022990,36.0,F
2022991,63.0,C
2022992,56.0,C
2022993,57.0,C
2022994,81.0,A
2022995,41.0,D
2022996,65.0,C
2022997,69.0,B
2022998,50.0,D
2022999,62.0,C
2023000,68.0,B
2023001,38.0,F
