2022347,10,10,8,9
2022348,25,15,16,7
2022349,9,7,3,14
2022350,19,13,15,9
2022351,14,9,26,22
2022352,13,13,28,10
2022353,24,14,24,8
2022354,28,6,11,13
2022355,23,12,13,15
2022356,27,12,21,20
2022357,26,9,20,10
2022358,14,10,17,15
2022359,27,9,21,15
2022360,30,10,7,25
2022361,6,11,19,12
2022362,28,4,8,9
2022363,14,4,24,19
2022364,29,4,29,10
2022365,9,11,28,15
2022366,15,5,6,23
2022367,27,7,17,14
2022368,19,5,13,11
2022369,15,10,21,13
2022370,26,15,23,15
2022371,20,11,6,12
2022372,22,4,25,6
2022373,26,10,19,23
2022374,29,6,24,17
2022375,7,6,9,24
2022376,13,6,28,17
2022377,7,14,22,11
2022378,18,14,15,16
2022379,13,11,10,6
2022380,30,12,24,25
2022381,5,12,14,21
2022382,5,11,21,18
2022383,30,15,14,16
2022384,15,5,3,20
2022385,21,13,27,6
2022386,29,10,4,25
2022387,26,8,29,25
2022388,12,14,27,7
2022389,7,13,8,6
2022390,8,8,10,22
2022391,21,10,25,15
2022392,26,4,6,21
2022393,12,6,17,6
2022394,20,5,6,13
2022395,26,5,17,8
2022396,27,12,3,12
2022397,26,11,4,15
2022398,6,10,13,20
2022399,27,4,3,18
2022400,18,14,30,18
2022401,21,12,28,8
2022402,17,15,12,18
2022403,13,13,22,15
2022404,6,15,29,8
2022405,26,5,4,21
2022406,21,6,9,13
2022407,5,12,16,13
2022408,7,6,19,12
2022409,15,9,4,8
2022410,23,12,22,14
2022411,24,10,26,7
2022412,24,10,30,16
2022413,12,6,23,15
2022414,22,10,25,15
2022415,16,8,4,7
2022416,29,12,13,24
2022417,10,4,4,10
2022418,23,14,8,22
2022419,19,12,22,17
2022420,20,11,28,11
2022421,8,15,21,6
2022422,18,7,28,22
2022423,30,8,4,23
2022424,24,15,25,22
2022425,25,5,6,14
2022426,5,15,29,6
2022427,24,10,21,6
2022428,17,15,25,10
2022429,24,13,25,24
2022430,26,6,16,12
2022431,15,15,19,12
2022432,24,10,4,21
2022433,15,4,29,21
2022434,28,11,15,12
2022435,21,9,30,16
2022436,11,14,22,19
2022437,6,9,21,8
2022438,29,5,19,21
2022439,19,7,14,21
2022440,10,6,27,9
2022441,10,14,5,23
2022442,11,5,16,14
2022443,10,13,15,21
2022444,16,14,10,8
2022445,30,15,13,25
2022446,5,13,17,8
2022447,11,10,21,7
2022448,22,14,11,10
2022449,21,14,3,15
2022450,12,4,28,7
2022451,19,9,4,8
2022452,21,13,17,7
2022453,25,13,6,16
2022454,25,6,16,24
2022455,18,10,21,7
2022456,27,11,29,20
2022457,18,6,18,14
2022458,26,4,12,7
2022459,25,6,14,23
2022460,30,7,30,18
2022461,18,15,24,14
2022462,19,12,14,7
2022463,11,6,28,17
2022464,9,6,3,6
2022465,22,9,30,24
2022466,13,4,14,6
2022467,8,7,8,6
2022468,22,11,11,11
2022469,30,10,21,10
2022470,24,6,25,24
2022471,26,12,23,21
2022472,30,11,4,17
2022473,18,8,30,25
2022474,12,10,11,9
2022475,13,12,22,15
2022476,26,9,23,13
2022477,26,7,18,8
2022478,18,11,29,16
2022479,27,5,9,23
2022480,30,4,16,13
2022481,23,8,21,16
2022482,5,7,24,8
2022483,5,5,28,16
2022484,30,15,15,19
2022485,18,11,30,10
2022486,30,15,18,12
2022487,29,15,11,20
2022488,9,12,15,25
2022489,16,6,29,10
2022490,19,6,28,25
2022491,7,10,27,12
2022492,25,8,21,20
2022493,21,15,5,11
2022494,15,12,19,8
2022495,27,4,5,20
2022496,30,10,3,9
2022497,9,7,11,17
2022498,14,11,14,13
2022499,18,8,19,16
2022500,10,11,30,21
2022501,8,4,27,13
2022502,29,6,6,15
2022503,25,7,8,11
2022504,26,11,23,8
2022505,20,14,20,8
2022506,10,8,5,18
2022507,27,5,10,13
2022508,20,14,27,9
2022509,14,15,18,12
2022510,27,6,11,14
2022511,30,12,20,22
2022512,20,11,26,6
2022513,21,7,9,14
2022514,23,12,13,16
2022515,20,12,3,21
2022516,28,8,17,12
2022517,29,8,3,25
2022518,29,7,11,19
2022519,20,9,25,8
2022520,17,13,12,18
2022521,5,13,24,18
2022522,17,14,8,25
2022523,6,6,11,13
2022524,16,15,21,8
2022525,20,12,8,15
2022526,27,11,7,22
2022527,23,15,28,9
2022528,30,7,26,12
2022529,29,12,27,8
2022530,10,14,28,11
2022531,13,10,19,12
2022532,6,10,19,8
2022533,7,7,6,20
2022534,7,5,20,18
2022535,21,12,3,11
2022536,26,15,27,12
2022537,8,10,29,10
2022538,6,12,9,20
2022539,22,5,23,24
2022540,21,8,3,21
2022541,14,14,7,7
2022542,28,12,17,22
2022543,8,14,24,16
2022544,24,7,24,9
2022545,29,12,12,21
2022546,28,12,12,19
2022547,9,15,16,7
2022548,27,11,30,19
2022549,19,12,13,22
2022550,27,8,10,9
2022551,21,7,12,19
2022552,19,15,23,23
2022553,13,11,8,11
2022554,20,14,13,11
2022555,10,4,3,10
2022556,13,4,8,16
2022557,7,10,24,11
2022558,12,9,29,11
2022559,13,14,14,24
2022560,29,6,30,8
2022561,29,9,13,15
2022562,24,13,27,6
2022563,19,13,11,10
2022564,27,12,26,20
2022565,20,4,10,22
2022566,26,4,18,10
2022567,15,13,15,17
2022568,8,7,28,10
2022569,5,9,4,20
2022570,6,9,7,9
2022571,12,11,4,11
2022572,7,5,17,25
2022573,20,8,11,25
2022574,15,4,9,23
2022575,19,6,12,12
2022576,12,6,24,24
2022577,12,8,6,10
2022578,7,10,15,19
2022579,11,13,15,13
2022580,12,7,3,22
2022581,18,4,19,22
2022582,26,13,24,18
2022583,17,8,27,15
2022584,8,5,4,17
2022585,8,13,21,14
2022586,22,15,18,20
2022587,8,12,6,7
2022588,13,10,15,15
2022589,7,15,3,23
2022590,9,4,8,19
2022591,10,12,9,16
2022592,15,8,21,21
2022593,23,10,3,9
2022594,20,13,6,12
2022595,22,15,11,10
2022596,29,10,6,23
2022597,16,7,6,24
2022598,27,4,8,11
2022599,26,5,29,11
2022600,8,8,9,24
2022601,22,4,27,7
2022602,23,13,29,19
2022603,24,12,28,16
2022604,13,11,15,14
2022605,19,11,21,21
2022606,22,10,16,13
2022607,11,11,9,13
2022608,23,10,4,17
2022609,27,5,5,9
2022610,19,14,23,7
2022611,29,6,26,9
2022612,27,12,21,10
2022613,17,12,4,19
2022614,20,13,20,25
2022615,11,10,14,19
2022616,27,15,23,22
2022617,18,4,11,10
2022618,13,9,29,21
2022619,26,6,26,15
2022620,30,9,19,17
2022621,8,4,30,11
2022622,11,5,6,14
2022623,5,8,25,12
2022624,19,7,30,19
2022625,8,10,14,17
2022626,19,12,11,18
2022627,7,4,15,20
2022628,21,11,15,12
2022629,28,8,28,8
2022630,21,14,22,10
2022631,10,12,14,20
2022632,15,11,6,17
2022633,22,12,22,7
2022634,6,9,27,18
2022635,13,10,19,13
2022636,12,8,15,21
2022637,28,7,7,24
2022638,5,13,23,12
2022639,16,14,7,11
2022640,17,5,14,20
2022641,21,9,23,7
2022642,21,10,26,23
2022643,24,6,23,16
2022644,10,14,11,11
2022645,12,5,19,25
2022646,15,10,24,13
2022647,28,15,16,14
2022648,21,4,29,15
2022649,26,9,17,15
2022650,27,14,3,8
2022651,13,6,22,24
2022652,11,10,29,20
2022653,22,13,19,6
2022654,30,9,3,10
2022655,6,6,29,19
2022656,28,6,8,11
2022657,14,11,26,14
2022658,22,4,24,16
2022659,23,13,26,9
2022660,30,7,4,23
2022661,5,8,5,13
2022662,20,11,5,15
2022663,22,6,13,6
2022664,30,10,18,25
2022665,28,15,6,11
2022666,14,10,8,9
2022667,27,6,15,6
2022668,30,11,5,15
2022669,10,13,27,16
2022670,23,4,13,24
2022671,24,14,15,22
2022672,12,9,23,9
2022673,25,6,20,13
2022674,10,11,3,20
2022675,16,4,18,14
2022676,5,10,25,11
2022677,19,13,28,18
2022678,29,10,3,15
2022679,13,7,25,20
2022680,5,10,7,6
2022681,6,11,25,21
2022682,26,14,25,24
2022683,6,6,26,15
2022684,16,9,6,10
2022685,22,12,14,20
2022686,20,9,12,23
2022687,13,14,16,25
2022688,13,13,24,20
2022689,5,10,26,21
2022690,14,5,27,11
2022691,9,5,13,18
2022692,24,5,29,23
2022693,8,5,26,22
2022694,6,14,25,6
2022695,29,13,21,22
2022696,15,4,11,9
2022697,9,10,13,23
2022698,19,15,6,11
2022699,8,8,17,13
2022700,24,7,11,18
2022701,9,14,24,11
2022702,30,13,22,24
2022703,6,4,29,17
2022704,12,6,23,24
2022705,18,8,25,11
2022706,15,8,17,15
2022707,18,8,25,21
2022708,30,9,18,25
2022709,25,5,13,20
2022710,20,5,22,23
2022711,7,8,26,19
2022712,6,15,12,14
2022713,25,8,20,15
2022714,8,11,22,19
2022715,22,15,9,15
2022716,28,14,4,24
2022717,13,10,14,14
2022718,27,14,7,14
2022719,30,7,11,6
2022720,10,10,4,22
2022721,13,8,13,7
2022722,24,15,27,7
2022723,21,8,13,13
2022724,15,15,29,6
2022725,28,5,19,10
2022726,8,8,18,15
2022727,26,13,12,17
2022728,19,14,21,21
2022729,9,5,26,23
2022730,6,10,6,14
2022731,11,8,13,13
2022732,22,12,8,15
2022733,9,12,7,22
2022734,12,7,24,15
2022735,13,8,13,20
2022736,25,7,5,10
2022737,13,4,9,6
2022738,23,13,18,24
2022739,23,11,27,14
2022740,11,12,11,21
2022741,23,4,14,12
2022742,8,10,7,17
2022743,22,15,15,6
2022744,20,5,23,20
2022745,24,9,20,10
2022746,21,11,3,13
2022747,18,6,28,10
2022748,14,8,11,15
2022749,23,14,22,18
2022750,22,7,14,12
2022751,18,11,8,14
2022752,7,7,24,11
2022753,25,6,3,17
2022754,25,10,24,7
2022755,9,11,16,6
2022756,22,11,17,12
2022757,12,14,17,9
2022758,26,13,21,20
2022759,24,4,6,6
2022760,17,4,20,10
2022761,26,11,11,8
2022762,21,9,17,21
2022763,18,8,11,19
2022764,22,12,27,8
2022765,27,5,3,6
2022766,12,11,3,11
2022767,29,11,15,14
2022768,18,7,25,24
2022769,15,15,11,14
2022770,12,14,28,13
2022771,7,10,25,8
2022772,5,6,28,21
2022773,14,10,25,8
2022774,11,7,11,7
2022775,23,15,16,20
2022776,29,14,14,7
2022777,26,10,26,9
2022778,13,12,21,9
2022779,24,4,9,25
2022780,26,4,23,13
2022781,24,10,23,8
2022782,23,10,29,6
2022783,15,11,7,8
2022784,10,15,3,12
2022785,17,9,23,13
2022786,26,10,23,19
2022787,21,11,30,18
2022788,18,5,29,8
2022789,21,12,25,14
2022790,14,11,20,25
2022791,21,6,3,14
2022792,6,10,28,14
2022793,19,10,27,14
2022794,24,9,12,19
2022795,20,12,30,10
2022796,18,6,24,13
2022797,12,14,22,17
2022798,6,4,15,23
2022799,18,4,4,13
2022800,20,13,29,12
2022801,5,14,10,23
2022802,18,8,30,23
2022803,29,7,24,11
2022804,22,8,9,24
2022805,18,7,5,11
2022806,8,4,17,19
2022807,17,4,18,12
2022808,5,15,8,19
2022809,20,12,18,20
2022810,27,10,22,14
2022811,24,7,23,25
2022812,23,8,26,19
2022813,15,6,9,6
2022814,9,13,8,22
2022815,23,4,9,14
2022816,5,12,9,6
2022817,15,7,14,9
2022818,20,13,18,19
2022819,9,4,25,11
2022820,5,7,25,7
2022821,24,9,4,18
2022822,21,8,24,25
2022823,27,15,21,9
2022824,21,13,11,15
2022825,26,8,19,12
2022826,17,5,22,16
2022827,29,12,7,24
2022828,8,10,30,23
2022829,29,10,30,25
2022830,7,4,20,14
2022831,24,6,11,16
2022832,19,8,14,20
2022833,27,14,28,21
2022834,10,12,24,11
2022835,15,8,19,22
2022836,7,14,17,21
2022837,14,14,26,24
2022838,15,4,6,18
2022839,22,5,3,6
2022840,18,10,17,13
2022841,6,15,24,25
2022842,30,13,22,12
2022843,24,14,18,8
2022844,5,11,13,9
2022845,5,14,18,9
2022846,9,12,25,10
2022847,16,11,12,23
2022848,17,4,4,11
2022849,23,6,7,11
2022850,18,15,26,8
2022851,20,10,13,20
2022852,15,15,11,25
2022853,15,15,27,12
2022854,15,9,11,23
2022855,5,12,11,22
2022856,26,15,17,25
2022857,11,4,4,7
2022858,25,15,10,23
2022859,28,14,14,14
2022860,24,9,28,24
2022861,8,11,11,7
2022862,28,5,18,13
2022863,13,13,26,20
2022864,25,12,26,12
2022865,8,11,7,12
2022866,26,9,14,21
2022867,24,15,10,16
2022868,17,5,22,9
2022869,7,4,12,12
2022870,9,11,24,14
2022871,27,9,30,8
2022872,25,15,24,7
2022873,8,8,23,13
2022874,10,13,18,22
2022875,16,9,24,19
2022876,14,9,17,24
2022877,16,10,14,7
2022878,8,4,9,12
2022879,14,5,20,18
2022880,8,12,26,12
2022881,12,13,5,21
2022882,8,8,27,25
2022883,15,9,7,15
2022884,12,4,5,24
2022885,16,6,8,9
2022886,9,10,22,23
2022887,5,11,27,21
2022888,30,4,7,14
2022889,13,4,13,13
2022890,26,15,9,8
2022891,24,4,29,14
2022892,23,14,11,21
2022893,18,5,13,15
2022894,16,11,30,11
2022895,27,6,6,17
2022896,14,12,17,21
2022897,29,14,8,23
2022898,6,14,17,13
2022899,22,11,20,9
2022900,12,7,9,15
2022901,5,8,14,23
2022902,17,5,4,23
2022903,23,12,25,24
2022904,24,5,8,15
2022905,12,5,27,23
2022906,14,7,5,23
2022907,22,6,16,20
2022908,12,8,26,20
2022909,16,11,21,11
2022910,26,12,8,9
2022911,11,6,10,10
2022912,11,6,10,7
2022913,13,12,24,23
2022914,15,6,14,20
2022915,9,7,13,17
2022916,6,15,4,16
2022917,9,10,16,16
2022918,29,4,9,15
2022919,15,15,24,7
2022920,11,4,5,24
2022921,11,9,6,11
2022922,19,5,25,22
2022923,16,4,22,8
2022924,14,9,4,13
2022925,28,4,15,22
2022926,9,13,9,22
2022927,16,15,26,10
2022928,29,13,14,23
2022929,19,9,13,14
2022930,12,7,19,15
2022931,28,6,20,24
2022932,14,14,28,13
2022933,25,8,22,6
2022934,22,12,21,21
2022935,19,4,20,17
2022936,11,4,15,20
2022937,10,9,20,11
2022938,29,9,26,12
2022939,21,13,15,12
2022940,25,13,18,20
2022941,13,10,12,12
2022942,5,7,15,11
2022943,23,15,12,16
2022944,9,4,18,11
2022945,13,7,23,23
2022946,14,9,22,15
2022947,9,4,7,21
2022948,20,4,23,13
2022949,6,6,22,15
2022950,30,5,27,13
2022951,11,9,9,19
2022952,8,10,28,22
2022953,11,10,21,6
2022954,5,13,6,22
2022955,28,5,4,24
2022956,6,6,15,6
2022957,14,7,7,22
2022958,25,5,4,14
2022959,17,11,12,23
2022960,29,6,4,9
2022961,23,5,12,20
2022962,30,15,5,16
2022963,9,12,18,17
2022964,17,7,17,23
2022965,16,14,11,19
2022966,12,12,20,13
2022967,17,9,24,21
2022968,23,7,13,22
2022969,30,10,6,6
2022970,25,8,30,16
2022971,5,13,19,17
2022972,11,8,24,6
2022973,8,6,5,8
2022974,21,6,7,6
2022975,10,10,14,19
2022976,5,6,8,14
2022977,10,11,20,7
2022978,20,9,12,9
2022979,17,9,10,23
2022980,5,7,11,7
2022981,7,14,11,17
2022982,15,13,17,12
2022983,14,11,3,24
2022984,27,14,12,11
2022985,8,13,28,12
2022986,12,4,12,10
2022987,22,8,21,25
2022988,7,5,29,17
2022989,8,7,25,23
2022990,8,7,7,14
2022991,13,14,15,21
2022992,17,5,26,8
2022993,18,7,7,25
2022994,20,14,23,24
2022995,8,4,9,20
2022996,22,12,7,24
2022997,27,13,17,12
2022998,5,8,22,15
2022999,17,12,23,10
2023000,26,8,16,18
2023001,15,12,4,7
